,Brewery_ID,Name,Type,ABV,IBU,Rating,Rating_Count
243,48,Sex A Peel,Hefeweizen,"
6.1% ABV ","
22 IBU ",(3.57),"
2,656 Ratings "
244,48,Pumpkin Massacre,Pumpkin / Yam Beer,"
7.5% ABV ","
15 IBU ",(3.57),"
2,318 Ratings "
245,49,Black Metal Farmhouse Imperial Stout,Stout - Russian Imperial,"
10.8% ABV ","
N/A IBU ",(3.93),"
20,022 Ratings "
246,49,Le Petit Prince ,Table Beer,"
2.9% ABV ","
30 IBU ",(3.5),"
16,788 Ratings "
247,49,Noble King,Farmhouse Ale - Saison,"
5.9% ABV ","
N/A IBU ",(3.81),"
15,973 Ratings "
248,49,Das Wunderkind!,Farmhouse Ale - Saison,"
4.5% ABV ","
N/A IBU ",(3.85),"
13,891 Ratings "
249,49,Wytchmaker Farmhouse Rye IPA,IPA - Farmhouse,"
6% ABV ","
71 IBU ",(3.86),"
12,636 Ratings "
250,50,Citra SMaSH IPA,IPA - American,"
7.4% ABV ","
60 IBU ",(3.82),"
4,859 Ratings "
251,50,Coffee Porter,Porter - Coffee,"
6.3% ABV ","
30 IBU ",(3.84),"
2,765 Ratings "
252,50,Simcoe Pale Ale,Pale Ale - American,"
5.4% ABV ","
34 IBU ",(3.6),"
1,980 Ratings "
253,50,Belgian Pale Ale (BPA),Pale Ale - Belgian,"
9.7% ABV ","
49 IBU ",(3.61),"
1,269 Ratings "
254,50,Fuzzieluscious,IPA - American,"
6.4% ABV ","
40 IBU ",(3.78),"
1,199 Ratings "
255,51,Meta Modern Session IPA,IPA - Session / India Session Ale,"
4.5% ABV ","
45 IBU ",(3.69),"
18,570 Ratings "
256,51,Slow Ride,Pale Ale - American,"
4.8% ABV ","
32 IBU ",(3.55),"
9,613 Ratings "
257,51,London Homesick Ale,English Bitter,"
4.9% ABV ","
27 IBU ",(3.45),"
9,285 Ratings "
258,51,Luchesa Lager,Kellerbier / Zwickelbier,"
4.8% ABV ","
35 IBU ",(3.36),"
7,719 Ratings "
259,51,ProtoModern IPA,IPA - American,"
7.1% ABV ","
75 IBU ",(3.73),"
3,053 Ratings "
260,52,Panzer IPA,IPA - American,"
N/A ABV ","
N/A IBU ",(3.52),"
13 Ratings "
261,52,Fat Bottom Blonde,Blonde Ale,"
N/A ABV ","
N/A IBU ",(N/A),"
6 Ratings "
262,52,Route Irish Red,Red Ale - Irish,"
N/A ABV ","
N/A IBU ",(N/A),"
3 Ratings "
263,52,Hill Country Hefeweizen,Hefeweizen,"
N/A ABV ","
N/A IBU ",(N/A),"
4 Ratings "
264,53,Funky Monkey IPA,IPA - American,"
7.7% ABV ","
54 IBU ",(3.75),"
650 Ratings "
265,53,Moxey Monkey,IPA - New England,"
5.5% ABV ","
54 IBU  ",(3.72),"
487 Ratings "
266,53,Monkey Wrench Session IPA,IPA - Session / India Session Ale,"
5.5% ABV ","
54 IBU ",(3.55),"
446 Ratings "
267,53,Monkey Tail,Pale Ale - American,"
5.6% ABV ","
41 IBU ",(3.52),"
412 Ratings "
268,53,Punk Monkey Porter,Porter - American,"
5.6% ABV ","
30 IBU ",(3.64),"
404 Ratings "
269,54,Chupahopra,IPA - American,"
6.3% ABV ","
52 IBU ",(3.54),"
11,028 Ratings "
270,54,WHOA-MANGO,IPA - American,"
5.8% ABV ","
46 IBU ",(3.58),"
4,885 Ratings "
271,54,Austin Lager,Lager - Helles,"
5.2% ABV ","
19 IBU ",(3.36),"
4,412 Ratings "
272,54,Gulf Kölsch,Kölsch,"
5.1% ABV ","
20 IBU ",(3.52),"
3,404 Ratings "
273,54,Pitmaster Pilsner,Pilsner - Other,"
4.2% ABV ","
16 IBU ",(3.41),"
1,829 Ratings "
274,55,Dark Skies,Schwarzbier,"
4.9% ABV ","
N/A IBU ",(3.81),"
1,077 Ratings "
275,55,Le Saison,Farmhouse Ale - Saison,"
6.6% ABV ","
N/A IBU ",(3.7),"
741 Ratings "
276,55,Adair,Kölsch,"
4.5% ABV ","
N/A IBU ",(3.62),"
510 Ratings "
277,55,Destination,IPA - American,"
6.5% ABV ","
45 IBU ",(3.62),"
512 Ratings "
278,55,Seeking Sakura,Brett Beer,"
6.3% ABV ","
N/A IBU ",(3.78),"
305 Ratings "
